Name,AC,Alignment,CR,Current HP,Damage,Environment,Hit Points,Initiative,Initiative Roll,Legendary,Page Number,Size,Source,Speed (ft),Type
Clockwork Hound,12,,2,71,,,71,2,12,,62,,Tome of Beasts,,Construct
Howler Of The Hill,18,,14,178,,,178,6,16,,236,,Tome of Beasts 3,,Aberration
Magnetic Elemental,16,,6,95,,,95,1,11,,133,,Tome of Beasts 2,,Elemental
Fire Giant War Priest,18,,12,162,,,162,0,10,,235,,A5e Monstrous Menagerie,,Giant
Minor Malleable,11,,1,32,,,32,-1,9,,254,,Tome of Beasts 2,,Aberration
Mindshard,16,,4,81,,,81,3,13,,271,,Tome of Beasts 3,,Aberration
Cult Fanatic,13,,2,22,,,22,2,12,,345,,5e SRD,,Humanoid
"Demon, Inciter",13,,1,27,,,27,2,12,,108,,Tome of Beasts 3,,Fiend
"Kobold, Sapper",15,,3,66,,,66,3,13,,257,,Tome of Beasts 3,,Humanoid
Dubius,14,,2,36,,,36,2,12,,162,,Tome of Beasts 3,,Fiend
Cueyatl,11,,0.5,21,,,21,1,11,,68,,Creature Codex,,Humanoid
Alchemical Golem,15,,9,147,,,147,-2,8,,192,,Creature Codex,,Construct
"Archon, Siege",18,,13,187,,,187,2,12,,42,,Tome of Beasts 3,,Celestial
Fallen Deva,17,,10,153,,,153,4,14,,19,,A5e Monstrous Menagerie,,Celestial
Gugalanna,18,,21,253,,,253,3,13,Legendary,212,,Creature Codex,,Celestial
Pattern Dancer,13,,2,33,,,33,3,13,,130,,Creature Codex,,Humanoid
Adult Blue Dragon (+),19,,19,275,,,275,0,10,Legendary,107,,A5e Monstrous Menagerie,,Dragon
Yek,16,,4,77,,,77,3,13,,0,,Creature Codex,,Fiend
Paper Golem Swarm,13,,3,55,,,55,3,13,,204,,Creature Codex,,Construct
Awakened Tree,13,,2,59,,,59,-2,8,,317,,5e SRD,,Plant
Adult Shadow Dragon,18,,19,212,,,212,2,12,Legendary,136,,A5e Monstrous Menagerie,,Dragon
"Derro, Hellforged",16,,6,112,,,112,2,12,,114,,Tome of Beasts 3,,Humanoid
Oliphaunt,14,,8,148,,,148,-1,9,,280,,Creature Codex,,Beast
Alseid,14,,0.5,49,,,49,3,13,,15,,Tome of Beasts,,Monstrosity
Darakhul Captain,16,,9,165,,,165,3,13,,166,,Tome of Beasts 2,,Undead
Cloudhoof Assassin,13,,1,45,,,45,3,13,,91,,Tome of Beasts 3,,Beast
Clockwork Abomination,16,,5,76,,,76,1,11,,59,,Tome of Beasts,,Construct
Lystrosaurus,14,,2,45,,,45,0,10,,108,,Creature Codex,,Beast
Keelbreaker Crab,16,,9,157,,,157,0,10,,226,,Tome of Beasts 2,,Monstrosity
Storm Spirit,14,,0.5,22,,,22,2,12,,350,,Creature Codex,,Elemental
Adult Copper Dragon,18,,14,184,,,184,1,11,Legendary,111,,5e SRD,,Dragon
Goblin Boss,16,,1,24,,,24,2,12,,250,,A5e Monstrous Menagerie,,Humanoid
Blaspheming Hand,14,,3,68,,,68,0,10,,60,,Tome of Beasts 3,,Fiend
Neophron,16,,8,114,,,114,3,13,,87,,Creature Codex,,Fiend
One-Horned Ogre,14,,5,93,,,93,0,10,,274,,Tome of Beasts 2,,Giant
Thread-Bound Constrictor Snake,12,,3,60,,,60,2,12,,353,,Creature Codex,,Construct
Giant Flea Swarm,14,,2,58,,,58,2,12,,197,,Tome of Beasts 3,,Beast
Harefolk,13,,0.25,18,,,18,2,12,,194,,Tome of Beasts 2,,Humanoid
Giant Ant,14,,2,52,,,52,1,11,,23,,Tome of Beasts,,Beast
Lacedon,12,,1,22,,,22,2,12,,230,,A5e Monstrous Menagerie,,Undead
Peri,15,,2,60,,,60,3,13,,314,,Tome of Beasts 3,,Elemental
Anzu,16,,9,152,,,152,2,12,,26,,Tome of Beasts 2,,Monstrosity
Eleinomae,18,,5,112,,,112,4,14,,168,,Tome of Beasts,,Fey
Constrictor Snake,12,,0.25,13,,,13,2,12,,320,,5e SRD,,Beast
Astralsupial,14,,4,82,,,82,3,13,,46,,Tome of Beasts 3,,Beast
Clockwork Watchman,14,,0.5,55,,,55,1,11,,65,,Tome of Beasts,,Construct
Tyrannosaurus Rex,13,,8,136,,,136,0,10,,80,,5e SRD,,Beast
Swamp Lily,15,,7,136,,,136,-1,9,,342,,Tome of Beasts 2,,Plant
Cactid,14,,3,76,,,76,-1,9,,50,,Tome of Beasts,,Plant
Venom Elemental,14,,4,93,,,93,2,12,,138,,Creature Codex,,Elemental
Arcamag,13,,2,22,,,22,0,10,,41,,Creature Codex,,Monstrosity
Boggard,12,,0.25,13,,,13,2,12,,36,,A5e Monstrous Menagerie,,Humanoid
Coralfish,12,,0.5,27,,,27,2,12,,55,,A5e Monstrous Menagerie,,Monstrosity
Silent Crier,15,,6,105,,,105,0,10,,344,,Tome of Beasts 3,,Fiend
Giant Rat,12,,0.125,7,,,7,2,12,,327,,5e SRD,,Beast
Weirding Scroll,10,,0.5,27,,,27,0,10,,376,,Creature Codex,,Construct
Pustulent Shambler,10,,13,232,,,232,-3,7,,299,,Tome of Beasts 2,,Ooze
Gnoll,15,,0.5,22,,,22,1,11,,163,,5e SRD,,Humanoid
Ostinato,15,,4,39,,,39,5,15,,312,,Tome of Beasts,,Aberration
Crystalline Devil,15,,6,102,,,102,1,11,,105,,Tome of Beasts,,Fiend
Brain Coral,14,,5,119,,,119,-2,8,,67,,Tome of Beasts 3,,Aberration
Scrag,15,,5,84,,,84,1,11,,413,,A5e Monstrous Menagerie,,Giant
Nightgarm,15,,6,114,,,114,2,12,,304,,Tome of Beasts,,Monstrosity
Carnivorous Ship,17,,13,186,,,186,-2,8,,56,,Tome of Beasts 2,,Monstrosity
Servant of the Unsated God,17,,4,82,,,82,1,11,,321,,Tome of Beasts 2,,Undead
Ancient Copper Dragon (+),21,,23,367,,,367,1,11,Legendary,164,,A5e Monstrous Menagerie,,Dragon
Catterball,13,,1,44,,,44,3,13,,76,,Tome of Beasts 3,,Fey
"Drake, Venom",16,,8,142,,,142,3,13,,158,,Tome of Beasts 3,,Dragon
Mamura,16,,6,97,,,97,4,14,,284,,Tome of Beasts,,Aberration
Walled Horror,17,,7,114,,,114,-5,5,,363,,Tome of Beasts 2,,Undead
Salt Golem,17,,10,110,,,110,-1,9,,235,,Tome of Beasts,,Construct
Revenant,13,,5,110,,,110,3,13,,371,,A5e Monstrous Menagerie,,Undead
Bloodstone Sentinel,15,,8,114,,,114,-2,8,,45,,Tome of Beasts 2,,Construct
"Elemental, Permafrost",16,,6,133,,,133,-1,9,,167,,Tome of Beasts 3,,Elemental
Blood Barnacle,13,,0.25,25,,,25,2,12,,62,,Tome of Beasts 3,,Beast
Goblin,15,,0.25,7,,,7,2,12,,166,,5e SRD,,Humanoid
Greater Death Butterfly Swarm,15,,6,84,,,84,3,13,,71,,Tome of Beasts,,Beast
Djinni Noble,16,,11,344,,,344,6,16,,220,,A5e Monstrous Menagerie,,Elemental
Ijiraq,14,,7,127,,,127,1,11,,225,,Creature Codex,,Fey
Lizardfolk,15,,0.5,22,,,22,0,10,,204,,5e SRD,,Humanoid
Mystic,14,,3,75,,,75,2,12,,316,,Tome of Beasts 2,,Humanoid
Commoner Mob,10,,0,45,,,45,0,10,,471,,A5e Monstrous Menagerie,,Humanoid
Eel Hound,14,,2,77,,,77,3,13,,166,,Tome of Beasts,,Fey
Giant Mole Lizard,14,,3,75,,,75,-3,7,,199,,Tome of Beasts 3,,Beast
Ankheg,14,,2,39,,,39,0,10,,21,,5e SRD,,Monstrosity
Half-Shadow Dragon Assassin,16,,7,97,,,97,3,13,,274,,A5e Monstrous Menagerie,,Humanoid
Star-Nosed Diopsid,16,,9,153,,,153,2,12,,355,,Tome of Beasts 3,,Aberration
Parzz’val,14,,8,115,,,115,3,13,,292,,Tome of Beasts 2,,Aberration
Vallowex,14,,7,123,,,123,0,10,,356,,Tome of Beasts 2,,Aberration
Stout Halfling Guard,15,,0.125,11,,,11,1,11,,492,,A5e Monstrous Menagerie,,Humanoid
Knight,18,,3,52,,,52,0,10,,347,,5e SRD,,Humanoid
Arboreal Grappler,14,,3,90,,,90,3,13,,25,,Tome of Beasts,,Aberration
Shockwing,12,,1,27,,,27,2,12,,179,,Creature Codex,,Beast
Herald of Slaughter,15,,11,133,,,133,0,10,,198,,Tome of Beasts 2,,Fiend
Bone Devil (+),19,,12,142,,,142,3,13,,71,,5e SRD,,Fiend
Arcanaphage,14,,4,60,,,60,4,14,,42,,Creature Codex,,Monstrosity
Serpentfolk of Yig,12,,1,40,,,40,2,12,,324,,Creature Codex,,Humanoid
"Scarab, Suncatcher",19,,10,145,,,145,2,12,,338,,Tome of Beasts 3,,Beast
Lambent Witchfyre,15,,7,110,,,110,3,13,,234,,Tome of Beasts 2,,Aberration
Warhorse Skeleton,13,,0.5,22,,,22,1,11,,273,,5e SRD,,Undead
Behtu,14,,2,52,,,52,3,13,,34,,Tome of Beasts,,Humanoid
Dokkaebi,12,,2,78,,,78,2,12,,137,,Tome of Beasts 3,,Fey
Clockwork Pugilist,15,,1,32,,,32,1,11,,88,,Tome of Beasts 3,,Construct
Shadow Skeleton,13,,2,52,,,52,3,13,,326,,Creature Codex,,Undead
Clay Golem,14,,9,133,,,133,-1,9,,168,,5e SRD,,Construct
Unhatched,14,,4,71,,,71,2,12,,363,,Creature Codex,,Undead
"Drake, Vapor",15,,6,119,,,119,4,14,,157,,Tome of Beasts 3,,Dragon
Roc,15,,11,248,,,248,0,10,,260,,5e SRD,,Monstrosity
Cave Mimic,13,,7,174,,,174,-1,9,,77,,Tome of Beasts 3,,Monstrosity
Phase Spider,13,,3,32,,,32,2,12,,334,,5e SRD,,Monstrosity
"Demon, Leech",17,,11,147,,,147,3,13,,110,,Tome of Beasts 3,,Fiend
Ningyo,15,,7,77,,,77,5,15,,278,,Creature Codex,,Aberration
Swarm of Quippers,13,,1,28,,,28,3,13,,338,,5e SRD,,Beast
Eala,15,,2,40,,,40,3,13,,163,,Tome of Beasts,,Monstrosity
Lindwurm,15,,5,136,,,136,5,15,,276,,Tome of Beasts,,Dragon
Flesh Guardian,9,,5,93,,,93,-1,9,,262,,A5e Monstrous Menagerie,,Construct
Forest Falcon,13,,0.25,13,,,13,3,13,,390,,Tome of Beasts 2,,Beast
Pugilist,14,,4,75,,,75,2,12,,495,,A5e Monstrous Menagerie,,Humanoid
Ice Bogie,12,,0.125,10,,,10,2,12,,209,,Tome of Beasts 2,,Fey
Blood Hag,16,,11,178,,,178,3,13,,242,,Tome of Beasts,,Fey
Pirate Captain,15,,3,65,,,65,3,13,,470,,A5e Monstrous Menagerie,,Humanoid
Npc: Frost-Afflicted,13,,3,65,,,65,2,12,,408,,Tome of Beasts 3,,Humanoid
Doppelganger,14,,3,52,,,52,4,14,,82,,5e SRD,,Monstrosity
Moon Weaver,13,,0.5,36,,,36,3,13,,274,,Tome of Beasts 3,,Beast
Child of Yggdrasil,14,,6,112,,,112,0,10,,61,,Creature Codex,,Aberration
Lymarien,13,,0.125,5,,,5,3,13,,248,,Tome of Beasts 2,,Fey
Tveirherjar,18,,7,102,,,102,1,11,,359,,Creature Codex,,Undead
Peryton,13,,2,34,,,34,3,13,,359,,A5e Monstrous Menagerie,,Monstrosity
Peat Mammoth,16,,10,172,,,172,-2,8,,293,,Tome of Beasts 2,,Plant
Roachling Scout,14,,2,63,,,63,4,14,,319,,Creature Codex,,Humanoid
Crocotta,14,,3,39,,,39,2,12,,75,,Tome of Beasts 2,,Monstrosity
Viiret,13,,3,85,,,85,-2,8,,361,,Tome of Beasts 2,,Plant
Hippopotamus,14,,3,76,,,76,-2,8,,233,,Tome of Beasts 3,,Beast
Orniraptor,11,,0.25,16,,,16,1,11,,285,,Tome of Beasts 2,,Monstrosity
Gullkin Hunter,14,,3,45,,,45,3,13,,223,,Tome of Beasts 3,,Humanoid
Alehouse Drake,13,,0.5,65,,,65,3,13,,148,,Tome of Beasts,,Dragon
Young Amethyst Dragon,17,,9,133,,,133,3,13,,142,,A5e Monstrous Menagerie,,Dragon
Quoreq,15,,5,93,,,93,1,11,,304,,Tome of Beasts 2,,Aberration
Adult Imperial Dragon,19,,20,297,,,297,1,11,Legendary,117,,Tome of Beasts 2,,Dragon
"Dragonette, Shovel",12,,0.5,33,,,33,0,10,,150,,Tome of Beasts 3,,Dragon
"Ooze, Shoal",9,,10,232,,,232,-1,9,,308,,Tome of Beasts 3,,Ooze
Bonepowder Ghoul,18,,12,195,,,195,5,15,,221,,Tome of Beasts,,Undead
Knight Ab-errant,14,,5,93,,,93,1,11,,231,,Tome of Beasts 2,,Humanoid
Ork Urk,13,,2,45,,,45,0,10,,497,,A5e Monstrous Menagerie,,Humanoid
Dau,13,,4,49,,,49,3,13,,70,,Tome of Beasts,,Fey
Shellycoat,14,,2,75,,,75,2,12,,346,,Tome of Beasts,,Fey
Gnoll Pack Leader,14,,2,45,,,45,1,11,,247,,A5e Monstrous Menagerie,,Humanoid
Dire Wolf,14,,1,37,,,37,2,12,,321,,5e SRD,,Beast
White Ape,14,,6,114,,,114,3,13,,408,,Tome of Beasts,,Monstrosity
Sunflower Sprite,12,,0.5,14,,,14,2,12,,358,,Tome of Beasts 3,,Fey
Sapphire Dragon Wyrmling,17,,3,58,,,58,3,13,,151,,A5e Monstrous Menagerie,,Dragon
Noctiny,13,,2,52,,,52,1,11,,308,,Tome of Beasts,,Humanoid
Dragonflesh Golem,18,,10,115,,,115,-2,8,,180,,Tome of Beasts 2,,Construct
Shadow Ooze,8,,3,76,,,76,-2,8,,287,,Creature Codex,,Ooze
Giant Water Elemental,14,,9,157,,,157,2,12,,194,,A5e Monstrous Menagerie,,Elemental
Gearforged Templar,18,,6,71,,,71,-1,9,,210,,Tome of Beasts,,Humanoid
Thug,11,,0.5,32,,,32,0,10,,350,,5e SRD,,Humanoid
Pestilence Swarm,14,,1,22,,,22,3,13,,294,,Tome of Beasts 2,,Beast
Devil Bough,14,,6,114,,,114,0,10,,302,,Creature Codex,,Fiend
White Dragon Wyrmling,16,,2,32,,,32,0,10,,102,,5e SRD,,Dragon
Carrion Beetle,15,,4,127,,,127,1,11,,52,,Tome of Beasts,,Beast
Einherjar,18,,7,119,,,119,3,13,,167,,Tome of Beasts,,Humanoid
Despair And Anger,16,,10,161,,,161,3,13,,116,,Tome of Beasts 3,,Celestial
Great Wyrm Black Dragon,22,,23,735,,,735,2,12,Legendary,100,,A5e Monstrous Menagerie,,Dragon
Paper Drake,13,,2,78,,,78,3,13,,154,,Tome of Beasts,,Dragon
Storm Lord,17,,13,161,,,161,4,14,,139,,Creature Codex,,Elemental
Witchalder,15,,6,102,,,102,-1,9,,394,,Tome of Beasts 3,,Plant
Adult Amethyst Dragon,18,,17,220,,,220,5,15,Legendary,141,,A5e Monstrous Menagerie,,Dragon
Angatra,17,,6,85,,,85,5,15,,19,,Tome of Beasts,,Undead
Shadow Giant,17,,15,209,,,209,7,17,,173,,Tome of Beasts 2,,Giant
Werynax,15,,6,114,,,114,3,13,,367,,Tome of Beasts 2,,Monstrosity
Ssadar,16,,3,71,,,71,2,12,,337,,Tome of Beasts 2,,Humanoid
Gibbering Mouther,9,,2,67,,,67,-1,9,,157,,5e SRD,,Aberration
Dust Goblin,14,,0.25,5,,,5,3,13,,232,,Tome of Beasts,,Humanoid
Storm Giant,16,,13,230,,,230,2,12,,156,,5e SRD,,Giant
Sprite,15,,0.25,2,,,2,4,14,,283,,5e SRD,,Fey
Ancient Aboleth,17,,11,342,,,342,1,11,Legendary,17,,A5e Monstrous Menagerie,,Aberration
Shadow Lurker,16,,5,84,,,84,6,16,,342,,Tome of Beasts 3,,Fey
Lady in White,12,,2,49,,,49,2,12,,246,,Creature Codex,,Undead
Behir Magus,16,,12,168,,,168,2,12,,33,,A5e Monstrous Menagerie,,Monstrosity
Void Knight,18,,10,153,,,153,-2,8,,386,,Tome of Beasts 3,,Construct
Vampire Spawn,15,,5,82,,,82,3,13,,298,,5e SRD,,Undead
Hyena,11,,0,5,,,5,1,11,,331,,5e SRD,,Beast
Giant Vulture,10,,1,22,,,22,0,10,,329,,5e SRD,,Beast
Thorned Sulfurlord,17,,11,171,,,171,2,12,,306,,Creature Codex,,Fiend
Cave Drake,13,,3,95,,,95,2,12,,55,,Tome of Beasts 2,,Dragon
Hippogriff,11,,1,19,,,19,1,11,,184,,5e SRD,,Monstrosity
Smaragdine Golem,17,,14,231,,,231,0,10,,236,,Tome of Beasts,,Construct
Eagle,12,,0,3,,,3,2,12,,322,,5e SRD,,Beast
Hundun,18,,10,153,,,153,2,12,,253,,Tome of Beasts,,Celestial
Tuberkith,13,,0.25,22,,,22,2,12,,379,,Tome of Beasts 3,,Plant
Helashruu,18,,13,184,,,184,2,12,,197,,Tome of Beasts 2,,Aberration
Dire Pangolin,16,,4,82,,,82,0,10,,133,,Tome of Beasts 3,,Beast
Copperkill Slime,10,,8,142,,,142,0,10,,94,,Tome of Beasts 3,,Ooze
Gearmass,15,,5,115,,,115,-3,7,,195,,Tome of Beasts 3,,Ooze
"Ogre, Rainforest",12,,4,90,,,90,1,11,,301,,Tome of Beasts 3,,Giant
J'ba Fofi Spider,18,,3,75,,,75,3,13,,362,,Tome of Beasts,,Beast
Gear Spider,13,,0.5,28,,,28,2,12,,53,,A5e Monstrous Menagerie,,Construct
Rotting Wind,15,,6,82,,,82,5,15,,330,,Tome of Beasts,,Undead
Tiger,12,,1,37,,,37,2,12,,339,,5e SRD,,Beast
Blue Dragon Wyrmling,17,,3,52,,,52,0,10,,91,,5e SRD,,Dragon
"Chimera, Royal",17,,15,189,,,189,2,12,Legendary,83,,Tome of Beasts 3,,Monstrosity
Scorpion Cultist,13,,0.5,19,,,19,2,12,,425,,Tome of Beasts,,Humanoid
Mandrake,8,,0.5,22,,,22,-2,8,,260,,Creature Codex,,Plant
Bearded Devil,13,,3,52,,,52,2,12,,70,,5e SRD,,Fiend
Cave Giant Shaman,16,,14,207,,,207,0,10,,171,,Tome of Beasts 2,,Giant
Spectral Guardian,14,,6,110,,,110,4,14,,358,,Tome of Beasts,,Undead
Dark Eye,16,,3,71,,,71,2,12,,72,,Creature Codex,,Humanoid
Tosculi Hive-Queen,17,,12,157,,,157,7,17,Legendary,385,,Tome of Beasts,,Monstrosity
Giant Leech,13,,0.25,7,,,7,3,13,,393,,Tome of Beasts 2,,Beast
Avalanche Screamer,15,,7,133,,,133,-1,9,,35,,Tome of Beasts 2,,Aberration
Necrotic Tick,15,,0.25,3,,,3,2,12,,275,,Creature Codex,,Beast
Triceratops,13,,5,95,,,95,-1,9,,80,,5e SRD,,Beast
Orcish Wildling Minstrel,15,,2,32,,,32,3,13,,484,,A5e Monstrous Menagerie,,Humanoid
Centaur,12,,2,45,,,45,2,12,,38,,5e SRD,,Monstrosity
Siren,11,,1,38,,,38,1,11,,276,,A5e Monstrous Menagerie,,Monstrosity
Elder Ghost Boar,15,,6,104,,,104,-1,9,,169,,Creature Codex,,Monstrosity
Far Dorocha,14,,5,82,,,82,4,14,,142,,Tome of Beasts 2,,Fey
Nian,13,,4,102,,,102,0,10,,276,,Creature Codex,,Monstrosity
Giant Lizard,12,,0.25,19,,,19,1,11,,326,,5e SRD,,Beast
Fire Elemental,13,Any,5,102,,,102,3,13,,125,Large,5e SRD,50,Elemental
Shadow Elf Champion Warrior,16,,5,90,,,90,4,14,,497,,A5e Monstrous Menagerie,,Humanoid
Agnibarra,12,,1,39,,,39,2,12,,9,,Creature Codex,,Monstrosity
Assassin,15,,8,78,,,78,3,13,,343,,5e SRD,,Humanoid
Wendigo,16,,11,150,,,150,4,14,,377,,Creature Codex,,Monstrosity
Lich,17,,21,135,,,135,3,13,Legendary,202,,5e SRD,,Undead
Living Shade,12,,0.25,18,,,18,2,12,,255,,Creature Codex,,Fey
Werebear,10,,5,135,,,135,0,10,,208,,5e SRD,,Humanoid
Warrior Band,13,,3,55,,,55,1,11,,499,,A5e Monstrous Menagerie,,Humanoid
Tulpa,13,,4,39,,,39,3,13,,358,,Creature Codex,,Undead
Oaken Sentinel,16,,10,189,,,189,-2,8,,293,,Tome of Beasts 3,,Plant
Living Wick,13,,0.25,28,,,28,0,10,,278,,Tome of Beasts,,Construct
Cultist,12,,0.125,9,,,9,1,11,,345,,5e SRD,,Humanoid
Wallflower,14,,2,33,,,33,2,12,,254,,A5e Monstrous Menagerie,,Plant
Greater Scrag,16,,7,127,,,127,0,10,,401,,Creature Codex,,Monstrosity
Cherufe,19,,14,161,,,161,0,10,,61,,Tome of Beasts 2,,Elemental
Oculo Swarm,15,,4,110,,,110,5,15,,209,,Tome of Beasts,,Aberration
Morphoi,13,,0.5,33,,,33,3,13,,297,,Tome of Beasts,,Plant
Magmin,14,,0.5,9,,,9,2,12,,212,,5e SRD,,Elemental
Ravenala,15,,5,126,,,126,0,10,,321,,Tome of Beasts,,Plant
Ahu-Nixta Drudge,13,,0.5,26,,,26,1,11,,10,,Tome of Beasts 2,,Aberration
Ecstatic Bloom,15,,11,171,,,171,-1,9,,303,,Creature Codex,,Celestial
Meerkat,11,,0,2,,,2,1,11,,268,,Tome of Beasts 3,,Beast
Snake Lamia,13,,4,85,,,85,3,13,,303,,A5e Monstrous Menagerie,,Monstrosity
Young Green Dragon,18,,8,136,,,136,1,11,,94,,5e SRD,,Dragon
Phase Monster,13,,4,85,,,85,2,12,,361,,A5e Monstrous Menagerie,,Monstrosity
"Myrmex, Young",13,,1,54,,,54,1,11,,284,,Tome of Beasts 3,,Elemental
Yaga Goo,14,,5,85,,,85,4,14,,389,,Creature Codex,,Ooze
Wasteland Dragon Wyrmling,17,,3,60,,,60,0,10,,118,,Creature Codex,,Dragon
Young Bronze Dragon,18,,8,142,,,142,0,10,,108,,5e SRD,,Dragon
Forest Gnome Scout,15,,0.5,19,,,19,3,13,,491,,A5e Monstrous Menagerie,,Humanoid
Sootwing,11,,0.25,13,,,13,1,11,,179,,Creature Codex,,Beast
Fragrite,14,,6,91,,,91,1,11,,164,,Creature Codex,,Elemental
Bloody Bones,13,,3,55,,,55,1,11,,54,,Creature Codex,,Monstrosity
Pact Drake,14,,1,45,,,45,2,12,,130,,Creature Codex,,Dragon
Npc: Field Commander,19,,10,170,,,170,2,12,,406,,Tome of Beasts 3,,Humanoid
Treant,16,,9,138,,,138,-1,9,,289,,5e SRD,,Plant
Emerald Dragon Wyrmling,16,,2,45,,,45,2,12,,147,,A5e Monstrous Menagerie,,Dragon
Ophio Fungus,14,,7,119,,,119,-2,8,,283,,Tome of Beasts 2,,Plant
Elder Shadow Drake,16,,7,114,,,114,1,11,,153,,Tome of Beasts,,Dragon
King Fomor,21,,22,656,,,656,7,17,Legendary,406,,A5e Monstrous Menagerie,,Celestial
Daeodon,13,,3,76,,,76,-1,9,,103,,Tome of Beasts 3,,Beast
Giant Fire Elemental,14,,9,127,,,127,4,14,,194,,A5e Monstrous Menagerie,,Elemental
Megantereon,13,,2,52,,,52,3,13,,269,,Tome of Beasts 3,,Beast
Clurichaun,14,,0.25,22,,,22,1,11,,67,,Tome of Beasts,,Fey
Forest Emperor,18,,15,161,,,161,1,11,,155,,Tome of Beasts 2,,Aberration
Bandit Captain,15,,2,65,,,65,3,13,,344,,5e SRD,,Humanoid
Bandit Lord,16,,4,91,,,91,2,12,,418,,Tome of Beasts,,Humanoid
Parrot (Pirate),13,Neutral,0.125,7,,"Coastal, Seafaring",7,2,,,,Tiny,Homebrew,40,Beast
Kraken Tentacle (Medium),13,Any,2,26,,Seafaring,26,,,,,Large,Homebrew,30,Aberration
